hour,central_pressure_hpa,pressure_deficit_hpa,morans_i,spatial_variance,texture_entropy,gradient_energy,phase_congruency,tracebind_index
77,974.727397536784,38.522602463216,0.9425836666678763,29.961708213260128,5.2922879285805395,242.89042162441518,0.5994002396160449,0.8446247782044829
78,974.5139487148425,38.73605128515749,0.9487167122903458,29.956281582285193,5.359295616363471,245.17249855025426,0.5848530967953047,0.8545772230952072
79,974.3301327031407,38.91986729685925,0.9177737641392196,30.194482956792918,5.216767577802577,244.51338697765112,0.6032620637857105,0.844815958694421
80,974.1721819573937,39.07781804260628,0.9445167945888242,29.884729440114036,5.347910632328174,244.88159375089012,0.5968550383608283,0.8533653665946298
81,974.0367098075052,39.21329019249481,0.9533726579992685,30.475014391450536,5.291332745360775,241.8952909138632,0.5947874372987142,0.8748100589504583
82,973.9207009088151,39.32929909118491,0.9703697896749136,29.800175004220765,5.242703706078889,244.73961836797744,0.6115831022590882,0.8603732899667892
83,973.8214916658835,39.428508334116486,0.9405956967887511,31.00509536740711,5.31574303769645,246.44281047906287,0.6145319984117874,0.8460198230130467
84,973.7367445964018,39.51325540359824,0.9363951927872748,30.177004460219873,5.303360416001944,249.81870585221742,0.5888442979364531,0.8643570946054552
85,973.6644195936896,39.58558040631044,0.9411349525634655,29.592452130967924,5.264086146008041,248.13174650650456,0.5880019515212744,0.8450544454758595
86,973.6027442082174,39.64725579178264,0.9625181882671037,29.51453470961082,5.298204876073625,252.340441059602,0.5940737854541083,0.8255013237282285
87,973.5501844019363,39.69981559806365,0.9538325723818359,30.142572280689095,5.27600249933451,242.14460608182023,0.5535862811411041,0.837868104246813
88,973.5054167174777,39.744583282522285,0.9410584167568039,29.866107669050233,5.3014397316710395,247.9060088632034,0.5693649231517257,0.8275209883330331
89,973.4673024239437,39.78269757605631,0.9567976816314155,30.246311301620622,5.329314337294333,245.51414985286814,0.6270451077826266,0.8457568595143842
90,973.4348639270829,39.815136072917085,0.9506399061249046,30.154613825889523,5.375906203663776,252.55372903441875,0.6326412965108369,0.8501998764318406
91,973.4072635408949,39.84273645910514,0.9637905207235652,29.94025543153142,5.235070584147973,242.07508549459422,0.5947915164102723,0.870099349548079
92,973.383784590095,39.86621540990495,0.9387999184994112,29.63426123215137,5.403931783260515,241.97785795203598,0.611330117777208,0.8539079779225731
93,973.3638147319318,39.886185268068175,0.944479087651875,29.370210706615815,5.199961116542364,242.8300689690812,0.6060475854910955,0.847357968934043
94,973.3468313385256,39.90316866147441,0.9435697478130725,29.80034283440219,5.290231757628844,237.50389626170454,0.6614210326295773,0.8599420110500006
95,973.3323887571814,39.917611242818566,0.9275505956130125,30.323979359067803,5.327465610269958,243.1057014690274,0.6222533035694606,0.823457186926901
